"LOG:concept:name","LOG:lifecycle:model","LOG:creator","LOG:library","LOG:Calculation Time (ms)","LOG:Raw Fitness Cost","LOG:Num. States","LOG:Trace Fitness","LOG:Move-Model Fitness","LOG:Move-Log Fitness","LOG:Trace Length","LOG:Queued States","TRACE:concept:name","TRACE:variant","TRACE:creator","TRACEAL:Raw Fitness Cost","TRACEAL:Calculation Time (ms)","TRACEAL:Num. States","TRACEAL:Move-Model Fitness","TRACEAL:Trace Fitness","TRACEAL:Move-Log Fitness","TRACEAL:Trace Length","TRACEAL:Queued States","EVT:concept:name","EVT:lifecycle:transition","EVT:time:timestamp","EVT:Activity","EVTAL:Transition","EVTAL:TransitionID","EVTAL:TransEvClass","EVTAL:Cost","EVTAL:Marking","EVTAL:ParikhVector","EVTAL:ActivityInstance",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","6","Variant 5","Fluxicon Disco","0.0","13.0","102.0","1.0","1.0","1.0","29.0","239.0","null","null","null","null","IN EXECUTION PHASE?_split_THE MISSION HAS TO BE REGISTERED?","node 988f058c-a09a-40ba-b7b8-d6a9a8bfd4c3","null","0","[(g_xor_THE MISSION HAS TO BE REGISTERED?,1)]","[(DATA ANALYST: CHECK DATA BALANCING,1) (DATA ANALYST: CHECK DATA QUALITY,1) (End,1) (FOREST FIRE INSPECTOR: NOTE DOWN TARGETS,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (ML ENGINEER: ADJUST NUMBER OF GENERATIONS,4) (ML ENGINEER: CHECK TEST ERROR AGAINST TEST ERROR TOLERANCE,1) (ML ENGINEER: CHECK TRAINING ERROR PLOT,5) (ML ENGINEER: SELECT BEST MODEL,1) (ML ENGINEER: SET AVERAGE HYPERPARAMETERS,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","6","Variant 5","Fluxicon Disco","0.0","13.0","102.0","1.0","1.0","1.0","29.0","239.0","null","null","null","null","THE MISSION HAS TO BE REGISTERED?_merge_IN EXECUTION PHASE?","node 7b2c115c-6806-4030-92ce-5f607e713a39","null","0","[(THE MISSION HAS TO BE REGISTERED?_IN EXECUTION PHASE?_NO,1)]","[(DATA ANALYST: CHECK DATA BALANCING,1) (DATA ANALYST: CHECK DATA QUALITY,1) (End,1) (FOREST FIRE INSPECTOR: NOTE DOWN TARGETS,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (ML ENGINEER: ADJUST NUMBER OF GENERATIONS,4) (ML ENGINEER: CHECK TEST ERROR AGAINST TEST ERROR TOLERANCE,1) (ML ENGINEER: CHECK TRAINING ERROR PLOT,5) (ML ENGINEER: SELECT BEST MODEL,1) (ML ENGINEER: SET AVERAGE HYPERPARAMETERS,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","6","Variant 5","Fluxicon Disco","0.0","13.0","102.0","1.0","1.0","1.0","29.0","239.0","null","null","null","null","IS MISSION 
ANNOTATED?_split_IN EXECUTION PHASE?","node 63455f5d-d202-4dcb-a029-06138973ba85","null","0","[(g_xor_IN EXECUTION PHASE?,1)]","[(DATA ANALYST: CHECK DATA BALANCING,1) (DATA ANALYST: CHECK DATA QUALITY,1) (End,1) (FOREST FIRE INSPECTOR: NOTE DOWN TARGETS,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (ML ENGINEER: ADJUST NUMBER OF GENERATIONS,4) (ML ENGINEER: CHECK TEST ERROR AGAINST TEST ERROR TOLERANCE,1) (ML ENGINEER: CHECK TRAINING ERROR PLOT,5) (ML ENGINEER: SELECT BEST MODEL,1) (ML ENGINEER: SET AVERAGE HYPERPARAMETERS,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","6","Variant 5","Fluxicon Disco","0.0","13.0","102.0","1.0","1.0","1.0","29.0","239.0","null","null","null","null","IN EXECUTION PHASE?_merge_IS MISSION 
ANNOTATED?","node 3bb97219-4055-465d-9cc5-4253332da390","null","0","[(IN EXECUTION PHASE?_IS MISSION 
ANNOTATED?_NO,1)]","[(DATA ANALYST: CHECK DATA BALANCING,1) (DATA ANALYST: CHECK DATA QUALITY,1) (End,1) (FOREST FIRE INSPECTOR: NOTE DOWN TARGETS,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (ML ENGINEER: ADJUST NUMBER OF GENERATIONS,4) (ML ENGINEER: CHECK TEST ERROR AGAINST TEST ERROR TOLERANCE,1) (ML ENGINEER: CHECK TRAINING ERROR PLOT,5) (ML ENGINEER: SELECT BEST MODEL,1) (ML ENGINEER: SET AVERAGE HYPERPARAMETERS,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","6","Variant 5","Fluxicon Disco","0.0","13.0","102.0","1.0","1.0","1.0","29.0","239.0","null","null","null","null","FOREST FIRE INSPECTOR: NOTE DOWN TARGETS_split_IS MISSION 
ANNOTATED?","node 25bed977-3132-43e1-b60f-6edbb405dbaa","null","0","[(g_xor_IS MISSION 
ANNOTATED?,1)]","[(DATA ANALYST: CHECK DATA BALANCING,1) (DATA ANALYST: CHECK DATA QUALITY,1) (End,1) (FOREST FIRE INSPECTOR: NOTE DOWN TARGETS,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (ML ENGINEER: ADJUST NUMBER OF GENERATIONS,4) (ML ENGINEER: CHECK TEST ERROR AGAINST TEST ERROR TOLERANCE,1) (ML ENGINEER: CHECK TRAINING ERROR PLOT,5) (ML ENGINEER: SELECT BEST MODEL,1) (ML ENGINEER: SET AVERAGE HYPERPARAMETERS,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","6","Variant 5","Fluxicon Disco","0.0","13.0","102.0","1.0","1.0","1.0","29.0","239.0","FOREST FIRE INSPECTOR: NOTE DOWN TARGETS","complete","2023-02-02T11:15:00+01:00","FOREST FIRE INSPECTOR: NOTE DOWN TARGETS","t_act_FOREST FIRE INSPECTOR: NOTE DOWN TARGETS","node 4229b58c-4a69-4338-ad7a-8a722155b741","FOREST FIRE INSPECTOR: NOTE DOWN TARGETS","0","[(IS MISSION 
ANNOTATED?_FOREST FIRE INSPECTOR: NOTE DOWN TARGETS_NO,1)]","[(DATA ANALYST: CHECK DATA BALANCING,1) (DATA ANALYST: CHECK DATA QUALITY,1) (End,1) (FOREST FIRE INSPECTOR: NOTE DOWN TARGETS,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (ML ENGINEER: ADJUST NUMBER OF GENERATIONS,4) (ML ENGINEER: CHECK TEST ERROR AGAINST TEST ERROR TOLERANCE,1) (ML ENGINEER: CHECK TRAINING ERROR PLOT,5) (ML ENGINEER: SELECT BEST MODEL,1) (ML ENGINEER: SET AVERAGE HYPERPARAMETERS,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","6","Variant 5","Fluxicon Disco","0.0","13.0","102.0","1.0","1.0","1.0","29.0","239.0","null","null","null","null","FOREST FIRE INSPECTOR: NOTE DOWN TARGETS_merge_","node 6f2b9540-f2f3-422d-a948-8e2e70efaa9f","null","0","[(FOREST FIRE INSPECTOR: NOTE DOWN TARGETS__,1)]","[(DATA ANALYST: CHECK DATA BALANCING,1) (DATA ANALYST: CHECK DATA QUALITY,1) (End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (ML ENGINEER: ADJUST NUMBER OF GENERATIONS,4) (ML ENGINEER: CHECK TEST ERROR AGAINST TEST ERROR TOLERANCE,1) (ML ENGINEER: CHECK TRAINING ERROR PLOT,5) (ML ENGINEER: SELECT BEST MODEL,1) (ML ENGINEER: SET AVERAGE HYPERPARAMETERS,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","6","Variant 5","Fluxicon Disco","0.0","13.0","102.0","1.0","1.0","1.0","29.0","239.0","null","null","null","null","IN MONITORING PHASE?_split_","node 6196d864-ee65-4736-81bc-3e4c2e2ca40e","null","0","[(g_xor_,1)]","[(DATA ANALYST: CHECK DATA BALANCING,1) (DATA ANALYST: CHECK DATA QUALITY,1) (End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (ML ENGINEER: ADJUST NUMBER OF GENERATIONS,4) (ML ENGINEER: CHECK TEST ERROR AGAINST TEST ERROR TOLERANCE,1) (ML ENGINEER: CHECK TRAINING ERROR PLOT,5) (ML ENGINEER: SELECT BEST MODEL,1) (ML ENGINEER: SET AVERAGE HYPERPARAMETERS,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","6","Variant 5","Fluxicon Disco","0.0","13.0","102.0","1.0","1.0","1.0","29.0","239.0","null","null","null","null","_merge_IN MONITORING PHASE?","node 96e6c674-eadd-453e-9159-337a1d29eedf","null","0","[(_IN MONITORING PHASE?_,1)]","[(DATA ANALYST: CHECK DATA BALANCING,1) (DATA ANALYST: CHECK DATA QUALITY,1) (End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (ML ENGINEER: ADJUST NUMBER OF GENERATIONS,4) (ML ENGINEER: CHECK TEST ERROR AGAINST TEST ERROR TOLERANCE,1) (ML ENGINEER: CHECK TRAINING ERROR PLOT,5) (ML ENGINEER: SELECT BEST MODEL,1) (ML ENGINEER: SET AVERAGE HYPERPARAMETERS,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","6","Variant 5","Fluxicon Disco","0.0","13.0","102.0","1.0","1.0","1.0","29.0","239.0","null","null","null","null","ARE THERE ENOUGH MISSIONS ?_split_IN MONITORING PHASE?","node 54ff248c-6c2b-44e4-b73a-80a247bf0bbf","null","0","[(g_xor_IN MONITORING PHASE?,1)]","[(DATA ANALYST: CHECK DATA BALANCING,1) (DATA ANALYST: CHECK DATA QUALITY,1) (End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (ML ENGINEER: ADJUST NUMBER OF GENERATIONS,4) (ML ENGINEER: CHECK TEST ERROR AGAINST TEST ERROR TOLERANCE,1) (ML ENGINEER: CHECK TRAINING ERROR PLOT,5) (ML ENGINEER: SELECT BEST MODEL,1) (ML ENGINEER: SET AVERAGE HYPERPARAMETERS,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","6","Variant 5","Fluxicon Disco","0.0","13.0","102.0","1.0","1.0","1.0","29.0","239.0","null","null","null","null","IN MONITORING PHASE?_merge_ARE THERE ENOUGH MISSIONS ?","node 4e03a5e4-3be9-4a39-a819-2454822326d2","null","0","[(IN MONITORING PHASE?_ARE THERE ENOUGH MISSIONS ?_NO,1)]","[(DATA ANALYST: CHECK DATA BALANCING,1) (DATA ANALYST: CHECK DATA QUALITY,1) (End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (ML ENGINEER: ADJUST NUMBER OF GENERATIONS,4) (ML ENGINEER: CHECK TEST ERROR AGAINST TEST ERROR TOLERANCE,1) (ML ENGINEER: CHECK TRAINING ERROR PLOT,5) (ML ENGINEER: SELECT BEST MODEL,1) (ML ENGINEER: SET AVERAGE HYPERPARAMETERS,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","6","Variant 5","Fluxicon Disco","0.0","13.0","102.0","1.0","1.0","1.0","29.0","239.0","null","null","null","null","DATA ANALYST: CHECK DATA BALANCING_split_ARE THERE ENOUGH MISSIONS ?","node e0cdf0f3-7c73-4ab8-a461-722333e48ec4","null","0","[(g_xor_ARE THERE ENOUGH MISSIONS ?,1)]","[(DATA ANALYST: CHECK DATA BALANCING,1) (DATA ANALYST: CHECK DATA QUALITY,1) (End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (ML ENGINEER: ADJUST NUMBER OF GENERATIONS,4) (ML ENGINEER: CHECK TEST ERROR AGAINST TEST ERROR TOLERANCE,1) (ML ENGINEER: CHECK TRAINING ERROR PLOT,5) (ML ENGINEER: SELECT BEST MODEL,1) (ML ENGINEER: SET AVERAGE HYPERPARAMETERS,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","6","Variant 5","Fluxicon Disco","0.0","13.0","102.0","1.0","1.0","1.0","29.0","239.0","DATA ANALYST: CHECK DATA BALANCING","complete","2023-02-02T11:15:01+01:00","DATA ANALYST: CHECK DATA BALANCING","t_act_DATA ANALYST: CHECK DATA BALANCING","node e640ba65-7043-43ad-8e64-f8c13d3c0966","DATA ANALYST: CHECK DATA BALANCING","0","[(ARE THERE ENOUGH MISSIONS ?_DATA ANALYST: CHECK DATA BALANCING_YES,1)]","[(DATA ANALYST: CHECK DATA BALANCING,1) (DATA ANALYST: CHECK DATA QUALITY,1) (End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (ML ENGINEER: ADJUST NUMBER OF GENERATIONS,4) (ML ENGINEER: CHECK TEST ERROR AGAINST TEST ERROR TOLERANCE,1) (ML ENGINEER: CHECK TRAINING ERROR PLOT,5) (ML ENGINEER: SELECT BEST MODEL,1) (ML ENGINEER: SET AVERAGE HYPERPARAMETERS,1)]","null",
